"","ID.deid","T1_Age","T1_Gender","T1_Ethnicity","T1c_BFI_open","T1c_BFI_conscientious","T1c_BFI_extraversion","T1c_BFI_agreeable","T1c_BFI_neurotic","T1_SWL_1","T1_SWL_2","T1_SWL_3","T1_SWL_4","T1_SWL_5","T1_SWL_Mean","T2_SWL_1","T2_SWL_2","T2_SWL_3","T2_SWL_4","T2_SWL_5","T2_SWL_Mean","T3_SWL_1","T3_SWL_2","T3_SWL_3","T3_SWL_4","T3_SWL_5","T3_SWL_Mean","T4_SWL_1","T4_SWL_2","T4_SWL_3","T4_SWL_4","T4_SWL_5","T4_SWL_Mean","T5_SWL_1","T5_SWL_2","T5_SWL_3","T5_SWL_4","T5_SWL_5","T5_SWL_Mean","T6_SWL_1","T6_SWL_2","T6_SWL_3","T6_SWL_4","T6_SWL_5","T6_SWL_Mean","T7_SWL_1","T7_SWL_2","T7_SWL_3","T7_SWL_4","T7_SWL_5","T7_SWL_Mean","T8_SWL_1","T8_SWL_2","T8_SWL_3","T8_SWL_4","T8_SWL_5","T8_SWL_Mean","T9_SWL_1","T9_SWL_2","T9_SWL_3","T9_SWL_4","T9_SWL_5","T9_SWL_Mean","T10_SWL_1","T10_SWL_2","T10_SWL_3","T10_SWL_4","T10_SWL_5","T10_SWL_Mean","T11_SWL_1","T11_SWL_2","T11_SWL_3","T11_SWL_4","T11_SWL_5","T11_SWL_Mean","T11_LifeSatisf_Change_1","T11_LifeSatisf_Change_2","T11_LifeSatisf_Change_3","T11_LifeSatisf_Change_4","T11_LifeSatisf_Change_5"
"246",246,37,1,5,0.333333333333333,2.66666666666667,1,2,1.66666666666667,2,2,2,1,1,1.6,2,2,3,2,2,2.2,3,2,3,2,2,2.4,2,1,2,1,1,1.4,2,2,3,2,2,2.2,2,2,3,2,2,2.2,1,2,3,2,2,2,3,3,2,3,1,2.4,2,2,3,2,2,2.2,2,1,3,2,1,1.8,2,2,3,2,2,2.2,2,2,1,6,4
"247",247,52,2,5,3.66666666666667,3,2.33333333333333,1.66666666666667,0.666666666666667,3,3,3,3,2,2.8,2,2,3,3,1,2.2,3,3,3,4,3,3.2,4,4,4,4,3,3.8,4,4,4,4,4,4,4,4,4,4,3,3.8,4,4,4,4,3,3.8,5,5,5,5,3,4.6,3,3,3,4,3,3.2,NA,NA,NA,NA,NA,NA,4,4,4,4,3,3.8,4,4,2,4,5
"248",248,44,2,5,3.33333333333333,3.33333333333333,0.666666666666667,2.33333333333333,3.33333333333333,3,3,3,2,1,2.4,2,1,1,3,1,1.6,1,2,1,3,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",249,64,2,1,3,3.33333333333333,1.66666666666667,4,0.666666666666667,6,6,6,6,5,5.8,6,6,6,6,6,6,6,5,5,5,5,5.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5.8,3,4,3,4,2,3.2,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,7
"250",250,31,1,5,3.66666666666667,3.33333333333333,0.333333333333333,3,0.333333333333333,4,4,4,4,5,4.2,4,4,4,4,4,4,3,4,4,4,4,3.8,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,3,5,3,5,5,4.2,3,3,4,2,0,2.4,4,4,4,4,4,4,2,2,2,3,4,2.6,3,5,4,4,5,4.2,5,5,1,3,6
"251",251,44,2,2,3.66666666666667,3.33333333333333,1,2.66666666666667,0.666666666666667,5,4,6,4,1,4,5,4,5,4,2,4,NA,NA,NA,NA,NA,NA,5,5,5,3,0,3.6,4,5,5,4,0,3.6,NA,NA,NA,NA,NA,NA,5,4,5,3,0,3.4,0,0,0,0,0,0,5,4,5,5,1,4,4,5,5,4,0,3.6,5,6,6,3,0,4,6,1,4,1,7
"252",252,38,1,1,4,4,0,1.33333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6,1.2,0,0,0,0,6,1.2,1,2,1,1,1,1.2,0,0,0,0,6,1.2,0,0,0,3,6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",253,39,2,2,3,3.66666666666667,2.33333333333333,3,0.666666666666667,5,5,5,5,4,4.8,2,2,4,4,3,3,4,4,4,4,2,3.6,4,4,4,4,3,3.8,4,4,5,4,3,4,5,5,5,5,4,4.8,4,4,5,4,3,4,5,4,6,4,2,4.2,4,4,4,4,3,3.8,5,5,5,5,4,4.8,5,4,6,5,4,4.8,2,4,2,3,3
"254",254,32,1,8,3.66666666666667,3.66666666666667,0.333333333333333,3,1.66666666666667,3,4,5,5,3,4,3,3,6,5,3,4,2,3,6,5,3,3.8,4,3,5,4,3,3.8,3,3,5,6,4,4.2,4,4,6,6,3,4.6,3,4,6,5,4,4.4,6,6,6,5,4,5.4,4,3,5,4,3,3.8,3,2,5,6,4,4,4,3,6,5,4,4.4,4,3,3,3,5
"255",255,33,2,1,2.33333333333333,2,3,2.33333333333333,2.66666666666667,4,4,5,5,4,4.4,5,5,6,4,5,5,NA,NA,NA,NA,NA,NA,4,4,6,4,5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",256,26,1,5,2.66666666666667,2,0.666666666666667,2.66666666666667,3,2,3,4,3,0,2.4,2,3,4,4,0,2.6,2,2,2,3,0,1.8,1,3,1,3,0,1.6,2,3,3,5,0,2.6,2,2,2,2,0,1.6,2,2,2,3,0,1.8,3,3,4,5,4,3.8,3,3,3,4,0,2.6,3,2,3,4,0,2.4,2,2,2,3,0,1.8,4,3,3,4,5
"257",257,58,2,1,3,3.66666666666667,2,3.33333333333333,1.66666666666667,3,2,3,2,2,2.4,3,2,3,3,1,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,2,2.4,3,1,3,2,1,2,2,2,2,2,0,1.6,2,1,3,1,2,1.8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1.8,5,3,3,4,4
"258",258,36,1,8,3.66666666666667,4,1.33333333333333,0,0.333333333333333,1,5,6,5,0,3.4,1,5,6,5,0,3.4,5,4,5,4,0,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,5,0,3.4,0,2,1,0,0,0.6,0,5,6,5,0,3.2,0,6,6,5,0,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",259,32,2,8,4,4,3,2.66666666666667,1,4,4,4,5,5,4.4,4,4,5,5,5,4.6,1,2,1,5,4,2.6,3,4,4,5,5,4.2,4,5,4,5,5,4.6,2,3,3,5,4,3.4,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,2,2,4,2,2.4,3,2,2,4,1,2.4,2,4,2,4,3,3,0,5,5,7,2
"260",260,48,2,2,2.66666666666667,3,1.66666666666667,1.66666666666667,2,4,4,4,5,5,4.4,3,3,3,4,2,3,3,3,3,4,2,3,3,3,3,3,2,2.8,3,3,3,4,4,3.4,3,3,3,4,4,3.4,3,3,3,4,2,3,2,1,3,3,0,1.8,3,3,3,2,2,2.6,2,3,2,4,2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",261,24,1,5,3,4,1.66666666666667,3.33333333333333,1.33333333333333,0,1,0,2,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0.2,0,0,0,0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",262,21,1,5,3.66666666666667,0.333333333333333,2.66666666666667,1.66666666666667,2.66666666666667,3,3,3,2,1,2.4,3,3,2,2,2,2.4,2,1,2,1,1,1.4,1,2,2,2,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",263,31,2,5,4,2,1.66666666666667,2.33333333333333,2,1,3,1,3,2,2,1,5,2,3,2,2.6,1,6,1,3,1,2.4,2,6,2,3,1,2.8,1,4,1,3,1,2,1,6,1,6,1,3,2,6,2,6,1,3.4,4,5,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",264,45,1,2,1.33333333333333,3,1,3,0.666666666666667,5,5,5,5,1,4.2,5,5,5,5,2,4.4,3,4,4,3,1,3,NA,NA,NA,NA,NA,NA,5,5,5,5,2,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,1,1,1.4,5,5,5,5,2,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",265,35,2,2,2,3,1,2.33333333333333,2,3,4,3,3,3,3.2,3,3,3,3,3,3,3,4,3,3,3,3.2,3,4,3,4,3,3.4,3,3,3,3,3,3,3,4,3,4,3,3.4,3,4,3,3,3,3.2,4,4,4,4,1,3.4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,4,3
"266",266,69,2,1,2.66666666666667,3.66666666666667,1.33333333333333,3,1,5,4,5,4,4,4.4,5,3,5,5,4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",267,34,1,2,2.66666666666667,1.66666666666667,2,2,2,4,3,3,2,2,2.8,4,2,2,2,2,2.4,3,3,4,3,3,3.2,2,3,2,3,2,2.4,3,3,4,3,2,3,4,4,3,3,3,3.4,4,3,4,3,3,3.4,5,5,5,5,5,5,4,4,3,3,2,3.2,3,3,3,2,3,2.8,3,3,4,3,2,3,1,2,2,3,4
"268",268,25,1,5,2,3,1.66666666666667,2,1.33333333333333,3,4,5,2,3,3.4,1,1,1,1,2,1.2,2,3,1,1,2,1.8,3,4,2,4,1,2.8,2,3,4,4,2,3,2,4,4,3,2,3,2,4,4,2,2,2.8,5,3,4,5,3,4,4,2,4,3,4,3.4,2,1,4,2,3,2.4,3,2,1,3,3,2.4,4,3,3,5,4
"269",269,32,1,1,NA,NA,NA,NA,NA,5,4,3,2,3,3.4,NA,NA,NA,NA,NA,NA,2,3,4,2,2,2.6,NA,NA,NA,NA,NA,NA,2,3,4,2,4,3,2,5,5,3,2,3.4,4,3,3,2,1,2.6,2,2,4,4,4,3.2,5,3,4,2,3,3.4,2,3,2,3,1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",270,47,2,5,3.66666666666667,3.66666666666667,1.33333333333333,3.33333333333333,0.666666666666667,4,4,4,5,4,4.2,2,2,3,3,3,2.6,4,5,4,5,4,4.4,5,5,5,5,4,4.8,4,5,4,5,4,4.4,4,5,4,5,5,4.6,4,3,4,5,4,4,5,6,3,6,4,4.8,4,4,4,5,5,4.4,1,1,3,3,3,2.2,4,5,4,4,4,4.2,1,0,2,3,4
"271",271,22,1,5,2,1,0.666666666666667,2.33333333333333,1.66666666666667,2,2,2,2,3,2.2,2,2,2,2,3,2.2,2,3,2,3,3,2.6,NA,NA,NA,NA,NA,NA,2,2,2,3,1,2,2,2,2,2,3,2.2,1,3,2,2,4,2.4,3,2,3,3,1,2.4,3,3,2,3,5,3.2,2,3,2,2,3,2.4,2,3,2,1,3,2.2,1,4,1,5,5
"272",272,37,1,6,3,2.33333333333333,3,2,1.66666666666667,5,5,5,5,3,4.6,4,4,5,4,4,4.2,3,3,3,5,4,3.6,NA,NA,NA,NA,NA,NA,4,3,3,3,3,3.2,NA,NA,NA,NA,NA,NA,4,3,3,3,3,3.2,6,5,5,5,5,5.2,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",273,30,2,1,NA,NA,NA,NA,NA,2,4,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,2,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",274,39,2,2,3,3,1,2.33333333333333,2.33333333333333,5,5,5,6,5,5.2,5,5,5,6,5,5.2,5,5,5,6,5,5.2,5,5,5,6,5,5.2,5,5,6,6,5,5.4,5,5,5,6,5,5.2,5,5,5,6,5,5.2,3,4,4,4,2,3.4,5,5,5,6,5,5.2,5,5,5,6,5,5.2,5,5,5,6,5,5.2,5,3,4,6,4
"275",275,20,1,4,NA,NA,NA,NA,NA,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",276,20,1,5,NA,NA,NA,NA,NA,2,2,2,3,3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",277,25,1,6,NA,NA,NA,NA,NA,3,4,4,3,4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",278,38,1,2,2.33333333333333,2,1.66666666666667,2.33333333333333,1,3,4,5,3,4,3.8,2,2,3,2,4,2.6,0,2,0,2,3,1.4,3,3,3,1,5,3,1,1,1,1,3,1.4,2,2,2,2,2,2,1,1,3,1,3,1.8,4,4,4,4,1,3.4,2,2,4,2,4,2.8,3,3,3,3,4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",279,42,1,1,3.33333333333333,3.33333333333333,2.66666666666667,3,0.666666666666667,5,5,5,5,5,5,3,2,3,3,3,2.8,3,3,3,3,3,3,3,2,3,2,2,2.4,2,2,3,2,2,2.2,2,2,3,2,2,2.2,3,3,3,2,2,2.6,3,3,3,4,2,3,3,1,3,3,2,2.4,NA,NA,NA,NA,NA,NA,3,3,3,1,3,2.6,3,3,3,2,6
"280",280,34,2,6,3.33333333333333,1.66666666666667,1,3.66666666666667,2.66666666666667,4,4,5,4,3,4,4,4,4,3,3,3.6,3,3,3,3,1,2.6,2,3,3,2,4,2.8,3,3,3,2,4,3,1,3,1,1,3,1.8,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,2,2,2,2,3,2.2,1,2,2,2,3,2,1,4,3,2,3,2.6,0,1,0,5,7
"281",281,41,2,7,3.66666666666667,4,2.66666666666667,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,4,3.8,5,5,5,5,5,5,3,4,4,4,1,3.2,5,5,5,5,5,5,5,5,5,0,0,3,5,5,5,5,5,5,4,3,3,2,5
"282",282,65,2,1,4,4,2,3,2,4,4,4,4,2,3.6,3,3,4,4,1,3,4,3,4,3,2,3.2,3,3,4,4,1,3,4,3,3,4,1,3,3,3,4,4,1,3,4,4,4,4,0,3.2,1,3,1,0,0,1,3,3,4,4,0,2.8,3,3,3,4,0,2.6,3,3,3,4,0,2.6,0,3,1,4,5
"283",283,33,2,1,3.66666666666667,2.33333333333333,0.333333333333333,2.33333333333333,2.66666666666667,1,1,3,3,0,1.6,0,0,3,3,0,1.2,0,0,0,3,0,0.6,3,1,3,3,0,2,1,1,1,3,0,1.2,1,0,3,4,0,1.6,0,0,3,5,0,1.6,4,4,4,6,5,4.6,1,2,3,3,0,1.8,3,2,4,3,0,2.4,1,1,3,3,0,1.6,3,5,0,7,4
"284",284,38,1,5,2.66666666666667,3.33333333333333,1.66666666666667,2.66666666666667,0.333333333333333,4,4,4,4,3,3.8,1,3,1,5,3,2.6,1,3,2,3,2,2.2,4,4,4,4,3,3.8,4,4,4,3,3,3.6,2,3,2,3,3,2.6,2,3,2,4,2,2.6,1,1,2,2,1,1.4,2,3,2,3,3,2.6,2,3,2,3,2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",285,36,2,2,2.33333333333333,1.33333333333333,0.333333333333333,2.33333333333333,3.33333333333333,2,2,2,2,0,1.6,1,2,0,0,0,0.6,0,2,0,0,0,0.4,1,2,0,0,0,0.6,1,2,0,0,0,0.6,1,2,0,0,0,0.6,1,2,0,0,0,0.6,5,5,5,5,4,4.8,1,2,0,0,0,0.6,1,2,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",286,32,2,2,1.66666666666667,3.33333333333333,1.33333333333333,2,0.333333333333333,4,5,5,4,4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",287,38,2,5,2,3,2,3,2.66666666666667,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0.4,4,5,4,4,4,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.6,1,1,1,4,4
"288",288,42,1,5,2.33333333333333,2,0.666666666666667,2,2.33333333333333,1,1,1,1,0,0.8,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0.8,1,1,1,1,1,1,1,1,1,2,0,1,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0.8,5,5,5,5,4,4.8,1,1,1,1,0,0.8,1,1,1,1,0,0.8,1,1,1,1,0,0.8,0,2,3,4,4
"289",289,69,2,2,3.33333333333333,3.66666666666667,3,3.66666666666667,0.333333333333333,4,5,5,5,4,4.6,5,5,5,5,5,5,2,2,2,2,4,2.4,4,4,5,5,5,4.6,3,3,3,5,4,3.6,3,2,2,5,4,3.2,4,4,4,4,4,4,5,5,5,5,4,4.8,4,4,4,4,4,4,4,4,4,5,5,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",290,32,1,1,3.66666666666667,4,1.66666666666667,2,0,5,3,4,3,2,3.4,3,2,2,2,1,2,3,2,3,3,1,2.4,3,3,4,3,2,3,3,3,4,4,2,3.2,4,3,3,4,2,3.2,4,3,3,3,2,3,0,4,3,3,0,2,3,3,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",291,36,1,1,NA,NA,NA,NA,NA,1,5,3,3,6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",292,44,1,2,3.33333333333333,2.66666666666667,1.33333333333333,1.66666666666667,1.66666666666667,1,0,1,1,3,1.2,1,1,1,1,0,0.8,1,2,1,1,1,1.2,1,1,1,2,0,1,1,2,2,1,1,1.4,2,2,1,1,1,1.4,1,1,1,1,0,0.8,0,0,0,0,0,0,1,2,1,1,0,1,1,2,1,1,0,1,0,1,0,1,0,0.4,0,2,1,2,5
"293",293,27,1,1,3.66666666666667,3,0,3.66666666666667,0.333333333333333,2,2,2,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,2.2,0,1,1,1,2,1,2,2,1,1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",294,47,1,1,3,2.33333333333333,2,1.66666666666667,1.66666666666667,0,0,1,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,3,3,4,5,3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",295,26,1,6,3.66666666666667,3,2.66666666666667,3.33333333333333,0.666666666666667,5,4,4,4,5,4.4,5,5,4,5,5,4.8,1,2,2,4,3,2.4,1,3,1,4,0,1.8,3,3,4,4,3,3.4,0,3,1,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,0,3,1.2,0,0,1,1,2,0.8,NA,NA,NA,NA,NA,NA,5,5,6,4,5,5,4,1,3,2,6
"296",296,28,2,2,NA,NA,NA,NA,NA,4,5,5,5,4,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",297,40,2,2,3.66666666666667,4,1,4,3,3,4,4,6,5,4.4,4,2,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,3,0,2.2,2,3,3,3,2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",298,24,2,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",299,35,1,1,3.66666666666667,3,3,2.33333333333333,1,4,2,5,4,3,3.6,2,1,2,2,1,1.6,4,3,3,4,3,3.4,4,3,5,5,2,3.8,4,3,4,4,2,3.4,4,5,5,4,3,4.2,4,2,4,4,2,3.2,0,0,0,0,0,0,3,1,4,5,0,2.6,4,2,4,4,2,3.2,3,1,4,3,1,2.4,4,4,3,6,5
"300",300,60,2,8,2,2.66666666666667,1.33333333333333,3,3.33333333333333,2,2,1,1,3,1.8,1,1,1,1,3,1.4,1,1,1,0,1,0.8,1,1,1,1,3,1.4,1,1,1,1,2,1.2,0,0,0,0,3,0.6,0,0,0,0,3,0.6,0,0,0,0,0,0,1,1,1,1,3,1.4,1,1,1,1,1,1,0,0,1,0,3,0.8,1,4,3,1,6
"301",301,23,2,6,1.33333333333333,1.66666666666667,0,2.33333333333333,2.33333333333333,3,5,4,4,3,3.8,2,1,2,2,0,1.4,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,0,1,3,3,3,4,1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,0,1,1,3,3,5,4
"302",302,31,1,1,2.33333333333333,3.33333333333333,1.66666666666667,3,1,3,1,2,0,2,1.6,1,0,4,5,3,2.6,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,3,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",303,59,2,5,2,4,1.66666666666667,4,1,3,3,4,3,0,2.6,3,3,2,4,0,2.4,2,3,2,2,0,1.8,1,2,2,3,0,1.6,1,2,2,3,0,1.6,2,3,1,2,0,1.6,2,3,2,3,0,2,4,4,3,0,0,2.2,2,3,2,3,0,2,2,2,1,3,1,1.8,3,3,3,2,1,2.4,2,3,1,3,5
"304",304,22,1,5,2,3.33333333333333,1,3,1,6,6,6,6,5,5.8,4,4,4,3,0,3,0,3,2,1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,4,1,3.4,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",305,32,1,2,2,2.66666666666667,1,2.66666666666667,3.66666666666667,3,3,3,4,2,3,3,3,3,4,2,3,3,4,3,4,2,3.2,3,3,3,4,2,3,3,3,3,3,2,2.8,3,3,3,4,2,3,3,3,3,4,2,3,4,5,5,4,3,4.2,3,3,3,4,2,3,3,3,3,4,2,3,3,3,3,4,2,3,3,3,3,2,5
"306",306,39,1,1,4,3.66666666666667,2.33333333333333,1.33333333333333,2.33333333333333,5,4,6,6,2,4.6,5,4,5,6,2,4.4,1,0,1,5,1,1.6,NA,NA,NA,NA,NA,NA,4,3,1,5,0,2.6,1,0,0,1,1,0.6,NA,NA,NA,NA,NA,NA,3,4,4,5,1,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",307,44,1,2,4,4,4,2,0,6,6,6,6,3,5.4,6,6,6,6,3,5.4,6,6,6,6,6,6,6,6,6,6,3,5.4,6,6,6,6,3,5.4,6,6,6,6,3,5.4,NA,NA,NA,NA,NA,NA,4,3,4,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
