id.deid,T1_Age,T1_Gender,T1_Ethnicity,T6_BFI_agreeable,T6_BFI_conscientious,T6_BFI_open,T6_BFI_extraversion,T6_BFI_neurotic,T1_SWL_1,T1_SWL_2,T1_SWL_3,T1_SWL_4,T1_SWL_5,T1_SWL_Mean,T2_SWL_1,T2_SWL_2,T2_SWL_3,T2_SWL_4,T2_SWL_5,T2_SWL_Mean,T3_SWL_1,T3_SWL_2,T3_SWL_3,T3_SWL_4,T3_SWL_5,T3_SWL_Mean,T4_SWL_1,T4_SWL_2,T4_SWL_3,T4_SWL_4,T4_SWL_5,T4_SWL_Mean,T5_SWL_1,T5_SWL_2,T5_SWL_3,T5_SWL_4,T5_SWL_5,T5_SWL_Mean,T6_SWL_1,T6_SWL_2,T6_SWL_3,T6_SWL_4,T6_SWL_5,T6_SWL_Mean,T7_SWL_1,T7_SWL_2,T7_SWL_3,T7_SWL_4,T7_SWL_5,T7_SWL_Mean,T8_SWL_1,T8_SWL_2,T8_SWL_3,T8_SWL_4,T8_SWL_5,T8_SWL_Mean,T9_SWL_1,T9_SWL_2,T9_SWL_3,T9_SWL_4,T9_SWL_5,T9_SWL_Mean,T10_SWL_1,T10_SWL_2,T10_SWL_3,T10_SWL_4,T10_SWL_5,T10_SWL_Mean,T11_SWL_1,T11_SWL_2,T11_SWL_3,T11_SWL_4,T11_SWL_5,T11_SWL_Mean,T11_LifeSatisf_Change_1,T11_LifeSatisf_Change_2,T11_LifeSatisf_Change_3,T11_LifeSatisf_Change_4,T11_LifeSatisf_Change_5
276,36,2,7,3.666666667,4,2.666666667,2.333333333,1.666666667,3,4,4,3,5,3.8,4,4,4,4,5,4.2,4,4,5,5,5,4.6,4,3,4,5,5,4.2,3,3,4,4,4,3.6,5,4,5,5,5,4.8,3,3,3,3,4,3.2,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,6,6,6,6,6,6,5,5,5,5,5,5,4,5,3,6,4
277,28,2,2,NA,NA,NA,NA,NA,5,5,5,6,3,4.8,4,3,5,6,4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,44,2,1,NA,NA,NA,NA,NA,0,3,4,4,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,34,1,2,0.333333333,4,1.666666667,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,7,4
280,23,2,2,3.333333333,4,2.333333333,2.333333333,1.333333333,5,5,5,5,4,4.8,2,3,4,4,4,3.4,4,3,5,5,4,4.2,5,4,4,4,4,4.2,NA,NA,NA,NA,NA,NA,2,4,3,2,2,2.6,1,1,0,1,3,1.2,1,3,2,5,0,2.2,4,4,4,4,4,4,3,4,4,4,4,3.8,3,4,4,4,3,3.6,5,5,3,6,5
281,42,1,2,NA,NA,NA,NA,NA,0,0,0,1,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0.8,1,1,3,3,3,2.2,1,0,1,1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,46,1,2,NA,NA,NA,NA,NA,5,5,4,4,5,4.6,4,5,5,4,5,4.6,4,5,5,4,5,4.6,4,5,5,4,4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,4.8,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,4,5,5,5,5,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,55,2,2,2.666666667,2.333333333,2.666666667,1,1.666666667,4,5,5,5,3,4.4,5,5,5,5,4,4.8,3,3,4,5,3,3.6,4,4,4,4,4,4,2,4,4,5,1,3.2,4,4,4,5,4,4.2,2,3,4,4,3,3.2,4,4,4,3,4,3.8,2,3,3,4,3,3,3,3,4,4,3,3.4,2,2,2,2,2,2,2,4,2,6,4
284,46,2,2,NA,NA,NA,NA,NA,1,1,1,2,3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3,0.8,1,1,1,1,3,1.4,0,0,0,0,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,32,1,2,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,34,2,7,NA,NA,NA,NA,NA,3,3,3,4,2,3,4,4,5,3,4,4,3,4,4,5,4,4,3,4,3,4,3,3.4,4,4,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,61,1,2,NA,NA,NA,NA,NA,4,3,4,5,5,4.2,5,4,4,5,4,4.4,4,5,5,5,5,4.8,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,33,2,2,3,3.666666667,3.333333333,2.333333333,0,2,3,3,2,2,2.4,2,2,2,2,2,2,3,3,3,2,3,2.8,3,4,4,3,2,3.2,3,3,3,2,2,2.6,3,3,3,3,3,3,3,3,3,3,2,2.8,3,3,3,2,2,2.6,3,4,4,3,3,3.4,3,3,3,3,2,2.8,5,5,5,4,2,4.2,6,5,5,7,5
289,37,1,2,1,4,4,1,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4
290,47,1,6,4,4,3.666666667,1.666666667,0,6,6,6,6,5,5.8,6,6,6,6,5,5.8,6,6,6,6,5,5.8,6,6,6,6,5,5.8,6,6,6,6,5,5.8,6,6,6,6,5,5.8,6,6,6,6,5,5.8,6,6,6,6,5,5.8,6,6,6,6,5,5.8,6,6,6,6,5,5.8,6,6,6,6,5,5.8,4,1,1,4,7
291,47,2,2,NA,NA,NA,NA,NA,4,4,4,6,5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,4,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,36,1,2,3,3.333333333,3,1.333333333,0.666666667,4,5,5,5,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,6,3
293,28,2,2,NA,NA,NA,NA,NA,3,3,5,4,6,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,5,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,35,1,2,3.333333333,4,4,4,0,6,6,6,6,6,6,5,5,6,6,6,5.6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5.6,4,5,3,6,6
295,43,2,2,NA,NA,NA,NA,NA,4,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,6,6,5.6,3,5,4,6,5,4.6,4,5,4,4,5,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,25,1,2,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,50,1,2,2.333333333,2.666666667,2.666666667,1.666666667,1.666666667,4,4,4,3,3,3.6,4,4,4,4,5,4.2,5,5,5,5,4,4.8,4,4,4,3,3,3.6,NA,NA,NA,NA,NA,NA,4,4,4,4,2,3.6,4,4,5,4,5,4.4,4,4,5,4,5,4.4,5,5,5,5,5,5,5,5,5,4,4,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,37,1,4,NA,NA,NA,NA,NA,5,5,5,5,4,4.8,5,5,5,5,3,4.6,5,5,5,4,4,4.6,5,5,5,4,4,4.6,4,4,5,5,4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,38,1,2,3.666666667,3,4,2,0.666666667,5,5,5,5,3,4.6,3,4,4,3,3,3.4,5,5,5,5,3,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4.6,4,4,4,4,4,4,4,5,5,5,4,4.6,5,4,5,5,3,4.4,5,5,5,5,5,5,5,5,5,5,3,4.6,4,1,4,3,4
300,35,1,2,NA,NA,NA,NA,NA,2,1,2,3,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,1,1,2,2,1,0,1.2,1,1,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,38,2,2,NA,NA,NA,NA,NA,4,5,5,4,4,4.4,5,5,5,6,5,5.2,5,5,5,6,4,5,5,5,5,5,4,4.8,4,4,4,4,3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,70,2,2,NA,NA,NA,NA,NA,3,4,5,4,4,4,3,2,4,2,4,3,3,2,3,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,36,2,6,NA,NA,NA,NA,NA,5,5,5,5,1,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,58,2,2,1.666666667,2,2,3,2.333333333,2,1,4,3,2,2.4,2,2,4,5,2,3,2,2,4,6,2,3.2,2,2,3,4,4,3,3,3,5,5,6,4.4,3,3,3,5,5,3.8,3,2,3,5,4,3.4,2,2,3,3,2,2.4,NA,NA,NA,NA,NA,NA,4,1,4,5,1,3,3,3,5,6,6,4.6,4,4,4,7,5
305,32,1,2,NA,NA,NA,NA,NA,5,5,6,5,6,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,46,1,2,1.666666667,2.666666667,2.333333333,1.666666667,1.666666667,4,4,4,4,4,4,4,3,3,2,3,3,2,3,3,3,4,3,3,4,2,2,3,2.8,4,4,2,3,3,3.2,4,4,3,3,4,3.6,3,2,3,2,3,2.6,NA,NA,NA,NA,NA,NA,4,4,3,3,3,3.4,NA,NA,NA,NA,NA,NA,4,4,3,3,2,3.2,3,3,3,4,4
307,48,2,2,2.666666667,3,3.666666667,3.333333333,0.666666667,1,3,2,1,1,1.6,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2.8,5,5,5,5,5,5,2,5,5,2,2,3.2,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,28,2,2,2.333333333,4,2.666666667,2.333333333,1.666666667,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,4,5
309,48,2,2,2.666666667,3.333333333,3,1.333333333,1.333333333,1,1,1,1,1,1,2,2,2,2,1,1.8,1,1,2,1,1,1.2,2,2,1,1,2,1.6,1,1,1,1,1,1,1,1,1,2,1,1.2,1,1,2,2,1,1.4,NA,NA,NA,NA,NA,NA,2,3,2,2,2,2.2,3,4,3,2,1,2.6,2,2,2,1,1,1.6,4,3,3,2,6
310,22,2,5,NA,NA,NA,NA,NA,3,4,3,4,3,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,53,2,2,3.333333333,2.666666667,2,1.333333333,2.333333333,3,1,1,3,1,1.8,2,0,3,3,3,2.2,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0.4,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,40,1,1,NA,NA,NA,NA,NA,2,1,3,3,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,58,1,2,NA,NA,NA,NA,NA,4,5,5,5,4,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4.8,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,30,2,7,2,1,2,1.333333333,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,6,3.8,3,2,3,3,2,2.6,3,3,3,3,3,3,2,4,3,3,6,3.6,4,5,5,4,5,4.6,2,2,2,3,4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,43,1,4,NA,NA,NA,NA,NA,0,2,1,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,43,1,2,NA,NA,NA,NA,NA,3,3,3,2,3,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,2,3,3,4,5,3,3,3.6,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,30,2,2,NA,NA,NA,NA,NA,2,3,3,3,3,2.8,3,3,3,3,5,3.4,2,2,3,4,4,3,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,3,3.2,3,3,3,4,4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,43,1,2,3,4,2.333333333,1.333333333,1.666666667,2,2,1,2,0,1.4,2,3,3,3,0,2.2,2,4,4,4,0,2.8,3,3,2,3,0,2.2,3,4,3,3,0,2.6,3,4,4,3,0,2.8,1,2,1,3,0,1.4,3,4,3,4,0,2.8,NA,NA,NA,NA,NA,NA,3,5,4,4,0,3.2,3,4,4,3,1,3,4,2,2,4,6
319,45,1,1,4,4,3,1.333333333,0.333333333,5,3,6,5,4,4.6,4,3,5,5,4,4.2,5,4,6,5,6,5.2,5,3,6,4,5,4.6,NA,NA,NA,NA,NA,NA,4,1,6,3,2,3.2,4,1,5,5,5,4,3,0,5,4,2,2.8,4,5,6,5,5,5,NA,NA,NA,NA,NA,NA,4,3,6,5,5,4.6,4,4,1,6,5
320,54,2,2,3,4,0.666666667,1,1,3,3,2,6,0,2.8,3,3,3,6,0,3,4,4,4,6,0,3.6,4,3,4,6,0,3.4,3,3,3,6,0,3,3,3,3,6,0,3,3,1,3,6,0,2.6,2,2,2,6,0,2.4,3,2,3,6,0,2.8,3,3,3,6,0,3,1,1,3,6,0,2.2,1,5,0,1,7
321,27,2,2,NA,NA,NA,NA,NA,5,5,5,6,5,5.2,NA,NA,NA,NA,NA,NA,5,6,6,6,6,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,32,1,2,3.666666667,3.666666667,2.666666667,3.333333333,0.333333333,3,4,3,3,2,3,3,3,3,3,2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,3,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,32,2,2,3.333333333,2.666666667,2,2,3.666666667,1,2,1,1,2,1.4,1,1,3,2,2,1.8,1,2,2,1,1,1.4,1,3,2,2,3,2.2,NA,NA,NA,NA,NA,NA,1,3,3,2,1,2,1,3,3,2,1,2,1,2,2,1,2,1.6,1,2,3,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1.8,5,4,4,5,4
324,56,2,2,3,4,4,0.666666667,3.333333333,0,1,1,3,0,1,0,0,1,2,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,3,0,0.6,0,6,5,7,7
325,45,1,2,2,2,3.333333333,2,0.333333333,2,2,4,3,5,3.2,1,2,4,2,5,2.8,2,1,4,1,4,2.4,1,1,2,2,5,2.2,2,2,3,2,4,2.6,2,2,3,3,4,2.8,2,1,4,2,4,2.6,2,2,4,2,4,2.8,2,1,4,2,4,2.6,2,2,4,3,4,3,1,2,4,3,4,2.8,4,2,4,5,5
326,56,2,2,3.333333333,3.333333333,2.666666667,0.666666667,2.333333333,5,4,4,6,5,4.8,5,5,5,6,5,5.2,4,4,4,5,4,4.2,4,4,4,4,5,4.2,4,4,4,5,5,4.4,5,4,3,5,5,4.4,5,4,4,5,5,4.6,4,5,5,6,5,5,NA,NA,NA,NA,NA,NA,4,5,4,5,5,4.6,5,5,4,5,5,4.8,5,5,4,6,5
327,23,1,2,NA,NA,NA,NA,NA,4,5,5,5,4,4.6,4,5,5,4,5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,21,1,2,NA,NA,NA,NA,NA,4,6,5,3,4,4.4,4,5,6,4,4,4.6,5,6,6,6,6,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,4,2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,27,2,4,NA,NA,NA,NA,NA,5,6,5,6,5,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,36,2,2,1.333333333,4,4,3.333333333,1.333333333,3,3,4,2,0,2.4,3,3,4,3,1,2.8,2,2,3,2,1,2,1,2,3,1,0,1.4,NA,NA,NA,NA,NA,NA,2,3,3,2,0,2,0,2,2,0,0,0.8,1,1,3,1,0,1.2,2,2,3,1,0,1.6,1,1,2,1,0,1,2,2,3,2,0,1.8,2,3,2,6,5
331,29,1,2,NA,NA,NA,NA,NA,2,0,3,2,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,23,2,3,3.666666667,2,4,2,3.333333333,4,4,4,5,4,4.2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,5,5,5,5,3,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,62,1,2,3,2.333333333,0.666666667,1.666666667,0.666666667,5,5,5,5,3,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.8,6,6,5,5,5,5.4,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,57,2,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,34,2,1,NA,NA,NA,NA,NA,5,4,4,5,5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,5,4.6,5,6,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,27,2,2,NA,NA,NA,NA,NA,3,2,2,4,5,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,47,2,2,3,3.666666667,2.333333333,2.666666667,1.333333333,3,5,3,6,1,3.6,4,4,4,6,2,4,4,4,4,6,1,3.8,5,5,5,6,1,4.4,4,5,4,6,2,4.2,5,5,5,6,1,4.4,4,4,4,6,1,3.8,4,4,4,6,1,3.8,4,4,5,6,2,4.2,4,4,4,6,2,4,4,4,4,6,0,3.6,3,2,3,2,6
338,45,1,2,NA,NA,NA,NA,NA,5,4,5,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,1,4.6,5,5,5,5,1,4.2,4,4,5,5,1,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
